TradeName,ScientificName,Size,SizeUnit,DrugType,LegalStatus,Manufacture_Name,Manufacture_Country,AuthorizationStatus,LastUpdate
DEXTROSE 5%,DEXTROSE,500,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,1/23/2024
DEXTROSE 5%,DEXTROSE,500,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,1/7/2024
DEXTROSE 5%,DEXTROSE,1000,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,8/31/2022
DEXTROSE 5%,DEXTROSE,100,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,5/11/2025
DEXTROSE 5%,DEXTROSE,150,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,5/11/2025
DEXTROSE 5%,DEXTROSE,50,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,5/11/2025
40% w/v DEXTROSE Injection USP,DEXTROSE,20,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,9/22/2024
DEXTROSE 5%,DEXTROSE,500,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,3/27/2023
DAONIL M 500/5MG TABLETS,"METFORMIN HYDROCHLORIDE,GLIBENCLAMIDE",-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,6/5/2023
DAONIL M 500/2.5MG TABLETS,"METFORMIN HYDROCHLORIDE,GLIBENCLAMIDE",-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,6/5/2023
DAONIL M 250/1.25MG TABLETS,"METFORMIN HYDROCHLORIDE,GLIBENCLAMIDE",-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,6/5/2023
CROMA EYE DROP,"SODIUM CROMOGLICATE,TETRAHYDROZOLINE",10,ml,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,9/3/2023
COXICAM,MELOXICAM,-,-,Generic,Prescription,RIYADH PHARMA,Saudi Arabia,Valid,8/1/2022
COXICAM,MELOXICAM,-,-,Generic,Prescription,RIYADH PHARMA,Saudi Arabia,Valid,11/5/2023
COXICAM,MELOXICAM,-,-,Generic,Prescription,RIYADH PHARMA,Saudi Arabia,Valid,8/1/2022
DERMA-T SOLUTION,CLINDAMYCIN PHOSPHATE,30,ml,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,3/27/2023
DERMA T 10MG TOPICAL LOTION,CLINDAMYCIN PHOSPHATE,30,ml,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,3/30/2023
DERMOVATE CREAM 0.05%,CLOBETASOL PROPIONATE,25,g,Generic,Prescription,GLAXO SAUDI ARABIA,Saudi Arabia,Valid,11/26/2024
DERMOVATE OINTMENT 0.05%,CLOBETASOL PROPIONATE,25,g,Generic,Prescription,GLAXO SAUDI ARABIA,Saudi Arabia,Valid,6/19/2025
DEXAFLOX OPHTHALMIC SUSPENSION,"OFLOXACIN,DEXAMETHASONE",5,ml,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,3/27/2023
DESLOR 5 MG FILM COATED TABLET,DESLORATADINE,-,-,Generic,OTC,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,8/29/2022
DEPRALEX 20MG FILM COATED TABLET,ESCITALOPRAM,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/29/2022
DEFADOL 160MG-5ML SUGAR FREE SYRUP,PARACETAMOL,100,ml,Generic,OTC,DEEF PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,1/22/2025
DEFADOL 160MG-5ML SUGAR FREE SYRUP,PARACETAMOL,60,ml,Generic,OTC,DEEF PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,1/28/2025
DEFADOL 160MG-5ML SUGAR FREE SYRUP,PARACETAMOL,145,ml,Generic,OTC,DEEF PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,1/22/2025
DEFONASE SYRUP,"PSEUDOEPHEDRINE HYDROCHLORIDE,LORATADINE",100,ml,Generic,OTC,DEEF PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,11/7/2024
DEFONEX 0.05% NASAL SPRAY,MOMETASONE FUROATE,120,-,Generic,Prescription,DEEF PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,5/22/2025
DEFORAX 5% CREAM,ACYCLOVIR,10,g,Generic,Prescription,DEEF PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,12/19/2023
DEPRALEX 10MG FILM COATED TABLET,ESCITALOPRAM,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/29/2022
DEFOPAN 5MG-5ML SYRUP,HYOSCINE BUTYLBROMIDE,100,ml,Generic,OTC,DEEF PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,12/9/2024
DEMENTILE 10MG TABLET,DONEPEZIL HYDROCHLORIDE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,5/8/2025
DEFOSALIC OINTMENT,"SALICYLIC ACID,BETAMETHASONE DIPROPIONATE",30,g,Generic,Prescription,DEEF PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,11/7/2024
DEFOSALIC OINTMENT,"SALICYLIC ACID,BETAMETHASONE DIPROPIONATE",15,g,Generic,Prescription,DEEF PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,11/7/2024
DEFOSALIC LOTION,"SALICYLIC ACID,BETAMETHASONE DIPROPIONATE",30,ml,Generic,Prescription,DEEF PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,11/7/2024
DEFORAX 5% CREAM,ACYCLOVIR,5,g,Generic,Prescription,DEEF PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,12/19/2023
DEMENTILE 5MG TABLET,DONEPEZIL HYDROCHLORIDE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,5/8/2025
CARVIDOL 6.25MG TABLET,CARVEDILOL,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,12/9/2024
ANAZOL 500 MG F.C. TAB,METRONIDAZOLE,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,11/26/2024
ANAZOL 250 MG F.C. TAB,METRONIDAZOLE,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,5/5/2024
ANAZOL 200MG-5ML SUSPENSION,METRONIDAZOLE,120,ml,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,5/5/2024
ANAZOL   125MG-5ML SUSP.,METRONIDAZOLE,120,ml,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,5/5/2024
AMVASC 5MG CAPSULE,AMLODIPINE BESILATE,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,11/7/2024
AMVASC 2.5MG CAPSULE,AMLODIPINE BESILATE,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,8/29/2022
AMLOR CAPS 5MG,AMLODIPINE BESILATE,-,-,NCE,Prescription,PFIZER SAUDI LIMITED,Saudi Arabia,Valid,7/15/2025
AMLOR 10MG CAPSULES,AMLODIPINE BESILATE,-,-,NCE,Prescription,PFIZER SAUDI LIMITED,Saudi Arabia,Valid,7/15/2025
AMLOPINE 5MG CAPSULE,AMLODIPINE BESILATE,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,4/24/2025
AMLOPINE 10MG CAPSULES,AMLODIPINE BESILATE,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,1/9/2025
AMLOCARD 5MG TABLETS,AMLODIPINE BESILATE,-,-,Generic,Prescription,BATTERJEE PHARMACETICAL FACTORY,Saudi Arabia,Valid,4/30/2023
AMISTOP 5MG-5ML SUSPENSION,DOMPERIDONE,200,ml,Generic,Prescription,DEEF PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,11/7/2024
AMVASC 10MG CAPSULE,AMLODIPINE BESILATE,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,10/9/2024
AMOXIL POWDER FOR ORAL SUSPENSION 125MG-5ML,AMOXICILLIN,100,ml,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,3/30/2023
AMOXIL 500MG CAP.,AMOXICILLIN,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,8/29/2022
AMOXIL 250MG CAP.,AMOXICILLIN,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,8/29/2022
AMOXIL POWDER FOR ORAL SUSPENSION FORTE 250MG-5ML,AMOXICILLIN,100,ml,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,3/30/2023
ASTATIN 40MG F.C TABLETS,ATORVASTATIN CALCIUM,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,8/29/2022
ASTATIN 20MG F.C TABLETS,ATORVASTATIN CALCIUM,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,8/29/2022
ASTATIN 10MG F.C TABLETS,ATORVASTATIN CALCIUM,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,8/29/2022
ASPICARD 81MG TAB,ACETYLSALICYLIC ACID,-,-,Generic,OTC,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,7/19/2023
ATORVA 10MG F.C. TABLETS,ATORVASTATIN CALCIUM,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,8/21/2024
ATORVA 80MG F.C. TABLETS,ATORVASTATIN CALCIUM,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,8/21/2024
ATORVA 40MG F.C. TABLETS,ATORVASTATIN CALCIUM,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,10/16/2024
ATORVA 20MG F.C. TABLETS,ATORVASTATIN CALCIUM,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,8/21/2024
ARTIZ 10 MG F.C TABLET,CETIRIZINE HYDROCHLORIDE,-,-,Generic,OTC,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,5/9/2024
APPI- D 0.5MG-10ML SYRUP,PIZOTIFEN,100,ml,Generic,Prescription,DEEF PHARMACEUTICAL INDUSTRIES,Saudi Arabia,Valid,10/29/2024
ARENA 300MG TABLET,IRBESARTAN,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,1/31/2023
ARENA 150MG TABLET,IRBESARTAN,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,1/31/2023
ACRETIN,TRETINOIN,30,g,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,9/3/2023
ACRETIN,TRETINOIN,30,g,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,9/3/2023
ACNEZOYL 5% GEL,BENZOYL PEROXIDE,30,g,Generic,OTC,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,8/21/2024
ACILOC,OMEPRAZOLE,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,8/29/2022
ACILOC,OMEPRAZOLE,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,8/29/2022
ACILOC,OMEPRAZOLE,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,8/29/2022
ADOLIN 0.1% W-W CREAM,ADAPALENE,30,g,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,7/27/2025
ACILOC,OMEPRAZOLE,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,2/28/2023
ACILOC,OMEPRAZOLE,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,9/14/2023
2% W-V LIDOCAINE HCL INJECTION USP,LIDOCAINE HYDROCHLORIDE,50,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,10/19/2023
2% W-V LIDOCAINE HCL INJECTION USP,LIDOCAINE HYDROCHLORIDE,20,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,6/11/2024
2% W-V LIDOCAINE HCL INJECTION USP,LIDOCAINE HYDROCHLORIDE,10,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,6/11/2024
2% W-V LIDOCAINE HCL INJECTION USP,LIDOCAINE HYDROCHLORIDE,5,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,8/29/2022
15% W-V POTASSIUM CHLORIDE FOR INJ. USP,POTASSIUM CHLORIDE,5,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,8/22/2024
15% W-V POTASSIUM CHLORIDE FOR INJ. USP,POTASSIUM CHLORIDE,10,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,8/22/2024
15% W-V POTASSIUM CHLORIDE FOR INJ. USP,POTASSIUM CHLORIDE,20,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,8/22/2024
1% W-V LIDOCAINE HCL INJECTION USP,LIDOCAINE HYDROCHLORIDE,50,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,6/11/2024
1% W-V LIDOCAINE HCL INJECTION USP,LIDOCAINE HYDROCHLORIDE,20,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,9/22/2024
0.9% W/V SODIUM CHLORIDE INJECTION B.P,SODIUM CHLORIDE,20,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,9/22/2024
0.9% W/V SODIUM CHLORIDE INJECTION B.P,SODIUM CHLORIDE,10,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,8/21/2024
ACILOC,OMEPRAZOLE,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,9/14/2023
ACICAL PLUS CHEWABLE TABLETS,"DIHYDROXYALUMINIUM SODIUM CARBONATE,SIMETHICONE",-,-,NCE,OTC,BATTERJEE PHARMACETICAL FACTORY,Saudi Arabia,Valid,1/1/2023
ACETATE HEMODIALYSIS CAT.NO.3-012-005,HAEMODIALYSIS SOLUTION,5,l,Generic,Prescription,ARABIAN DIAGNOSTIC AND MEDICAL COMPANY,Saudi Arabia,Valid,8/1/2022
ACETATE HEMODIALYSIS CAT.NO 3-085-005,"MAGNESIUM CHLORIDE,POTASSIUM CHLORIDE,ACETIC ACID, CALCIUM CHLORIDE,DEXTROSE,SODIUM CHLORIDE",5,l,Generic,Prescription,ARABIAN DIAGNOSTIC AND MEDICAL COMPANY,Saudi Arabia,Valid,11/29/2022
ADOLIN 0.1% W-W GEL,ADAPALENE,30,g,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,6/19/2025
ALENDRO,ALENDRONIC ACID,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,9/14/2023
AERIUS 5MG TABLETS,DESLORATADINE,-,-,NCE,OTC,SPIMACO,Saudi Arabia,Valid,10/23/2024
AERIUS 2.5 MG-5ML SYRUP,DESLORATADINE,150,ml,NCE,OTC,SPIMACO,Saudi Arabia,Valid,10/23/2024
AGOUT 120 mg film-coated tablets,FEBUXOSTAT,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,3/27/2024
AIRFAST 4MG GRANULES,MONTELUKAST SODIUM,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,2/21/2024
AIRFAST 4MG CHEWABLE TABLETS,MONTELUKAST SODIUM,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,2/19/2025
AIRFAST 10MG FILM COATED TABLET,MONTELUKAST SODIUM,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,2/17/2025
AGOUT 80 mg film-coated tablets,FEBUXOSTAT,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,8/13/2023
AGOUT 40 mg film-coated tablets,FEBUXOSTAT,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,4/13/2023
AIRFAST 5MG CHEWABLE TABLETS,MONTELUKAST SODIUM,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,7/1/2025
BRIMO-P OPHTHALMIC SOLUTION 0.1%,BRIMONIDINE TARTRATE,5,ml,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,4/24/2025
BRIMO,BRIMONIDINE TARTRATE,5,ml,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,6/8/2023
BILAXTEN 20MG TABLET,BILASTINE,-,-,NCE,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,8/29/2022
BETNOVATE-N OINTMENT,"NEOMYCIN SULFATE,BETAMETHASONE VALERATE",30,g,Generic,Prescription,GLAXO SAUDI ARABIA,Saudi Arabia,Valid,11/18/2022
BETNOVATE-N 0.1% CREAM,"NEOMYCIN SULFATE,BETAMETHASONE VALERATE",30,g,Generic,Prescription,GLAXO SAUDI ARABIA,Saudi Arabia,Valid,5/2/2023
BETNOVATE-C OINT.,"CLIOQUINOL,BETAMETHASONE VALERATE",30,g,NCE,Prescription,GLAXO SAUDI ARABIA,Saudi Arabia,Valid,11/18/2022
BETNOVATE-C CREAM,"CLIOQUINOL,BETAMETHASONE VALERATE",30,g,NCE,Prescription,GLAXO SAUDI ARABIA,Saudi Arabia,Valid,11/18/2022
BETNOVATE OINTMENT 0.1%,BETAMETHASONE VALERATE,30,g,Generic,Prescription,GLAXO SAUDI ARABIA,Saudi Arabia,Valid,8/29/2022
BETNOVATE CREAM 0.1%,BETAMETHASONE VALERATE,30,g,Generic,Prescription,GLAXO SAUDI ARABIA,Saudi Arabia,Valid,8/29/2022
BETAZOL,"MICONAZOLE NITRATE,BETAMETHASONE DIPROPIONATE",30,g,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,9/3/2023
BIOCEF 500MG CAPSULE,CEFACLOR,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,3/27/2023
CAPRIL 50MG TAB,CAPTOPRIL,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,8/29/2022
CAPRIL 25MG TAB,CAPTOPRIL,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,8/29/2022
CAPD4 PERITONEAL DIALYSIS SOLN,"DEXTROSE,SODIUM CHLORIDE, CALCIUM CHLORIDE,MAGNESIUM CHLORIDE,SODIUM LACTATE",2000,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,11/21/2022
CAPD4 PERITONEAL DIALYSIS SOLN,"DEXTROSE,SODIUM CHLORIDE, CALCIUM CHLORIDE,MAGNESIUM CHLORIDE,SODIUM LACTATE",1000,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,11/21/2022
CAPD4 PERITONEAL DIALYSIS SOLN,"DEXTROSE,SODIUM CHLORIDE, CALCIUM CHLORIDE,MAGNESIUM CHLORIDE,SODIUM LACTATE",500,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,11/21/2022
CAPD4 PERITONEAL DIALYSIS SOLN,"DEXTROSE,SODIUM CHLORIDE, CALCIUM CHLORIDE,MAGNESIUM CHLORIDE,SODIUM LACTATE",250,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,11/21/2022
CAPD3 PERITONEAL DIALYSIS SOLN,"DEXTROSE,SODIUM CHLORIDE, CALCIUM CHLORIDE,MAGNESIUM CHLORIDE,SODIUM LACTATE",1000,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,11/21/2022
CAPD3 PERITONEAL DIALYSIS SOLN,"DEXTROSE,SODIUM CHLORIDE, CALCIUM CHLORIDE,MAGNESIUM CHLORIDE,SODIUM LACTATE",500,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,11/21/2022
CAPD3 PERITONEAL DIALYSIS SOLN,"DEXTROSE,SODIUM CHLORIDE, CALCIUM CHLORIDE,MAGNESIUM CHLORIDE,SODIUM LACTATE",2000,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,11/21/2022
CAPD3 PERITONEAL DIALYSIS SOLN,"DEXTROSE,SODIUM CHLORIDE, CALCIUM CHLORIDE,MAGNESIUM CHLORIDE,SODIUM LACTATE",250,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,11/21/2022
CAPD2 PERITONEAL DIALYSIS SOLN,"DEXTROSE,SODIUM CHLORIDE, CALCIUM CHLORIDE,MAGNESIUM CHLORIDE,SODIUM LACTATE",1000,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,11/21/2022
CAPD2 PERITONEAL DIALYSIS SOLN,"DEXTROSE,SODIUM CHLORIDE, CALCIUM CHLORIDE,MAGNESIUM CHLORIDE,SODIUM LACTATE",2000,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,11/21/2022
CARVIDOL 25 MG TAB,CARVEDILOL,-,-,Generic,Prescription,SPIMACO,Saudi Arabia,Valid,10/3/2022
CAPD2 PERITONEAL DIALYSIS SOLN,"DEXTROSE,SODIUM CHLORIDE, CALCIUM CHLORIDE,MAGNESIUM CHLORIDE,SODIUM LACTATE",500,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,12/1/2022
CARDICOR PLUS 5/12.5MG FILM COATED TABLET,"HYDROCHLOROTHIAZIDE,BISOPROLOL FUMARATE",-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,11/18/2022
CARDICOR 5MG FILM COATED TABLET,BISOPROLOL FUMARATE,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,8/29/2022
CARDICOR 2.5MG FILM COATED TABLET,BISOPROLOL FUMARATE,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,8/29/2022
CARDICOR 10MG FILM COATED TABLET,BISOPROLOL FUMARATE,-,-,Generic,Prescription,Jazeera Pharmaceutical Industries (JPI),Saudi Arabia,Valid,8/29/2022
CAPD2 PERITONEAL DIALYSIS SOLN,"DEXTROSE,SODIUM CHLORIDE, CALCIUM CHLORIDE,MAGNESIUM CHLORIDE,SODIUM LACTATE",250,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,11/21/2022
CALCIUM CHLORIDE 7.35% INJECTION,CALCIUM CHLORIDE,20,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,8/31/2022
CALCIUM CHLORIDE 7.35% INJECTION,CALCIUM CHLORIDE,10,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,8/31/2022
CALCIUM CHLORIDE 7.35% INJECTION,CALCIUM CHLORIDE,5,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,8/31/2022
CALCIUM CHLORIDE 10% INJECTION,CALCIUM CHLORIDE,10,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,2/9/2025
CALCINATE,CALCIUM CARBONATE,-,-,Generic,OTC,RIYADH PHARMA,Saudi Arabia,Valid,11/26/2024
CANDEUR 50MG CAPSULES,FLUCONAZOLE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/29/2022
CANDEUR 200MG CAPSULES,FLUCONAZOLE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/29/2022
CANDEUR 150MG CAPSULES,FLUCONAZOLE,-,-,Generic,Prescription,TABUK PHARMACEUTICAL MANUFACTURING CO.,Saudi Arabia,Valid,8/29/2022
CALCIUM GLUCONATE 10% W-V INJECTION,CALCIUM GLUCONATE,5,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,12/18/2024
CALCIUM GLUCONATE 10% W-V INJECTION,CALCIUM GLUCONATE,20,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,12/18/2024
CALCIUM GLUCONATE 10% W-V INJECTION,CALCIUM GLUCONATE,10,ml,Generic,Prescription,Pharmaceutical Solution Industries (PSI),Saudi Arabia,Valid,12/18/2024
AZI-ONCE,AZITHROMYCIN,15,ml,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,3/20/2023
AZI-ONCE,AZITHROMYCIN,22.5,ml,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,8/15/2023
AZI-ONCE,AZITHROMYCIN,30,ml,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,11/26/2024
AZI-ONCE,AZITHROMYCIN,-,-,Generic,Prescription,Jamjoom Pharmaceuticals Factory Company,Saudi Arabia,Valid,9/14/2023
AZIMAC 500 mg,AZITHROMYCIN,-,-,Generic,Prescription,RIYADH PHARMA,Saudi Arabia,Valid,8/3/2025
AZIMAC 250 mg,AZITHROMYCIN,-,-,Generic,Prescription,RIYADH PHARMA,Saudi Arabia,Valid,8/3/2025
AVOTIN- A,TRETINOIN,30,g,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,8/21/2024
AVORAL 2% SHAMPOO,KETOCONAZOLE,120,ml,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,11/10/2022
AVOQUIN,HYDROQUINONE,50,g,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,11/29/2023
AVOMACK,"SALICYLIC ACID,LACTIC ACID",10,ml,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,10/16/2024
AVOMACK,"SALICYLIC ACID,LACTIC ACID",15,ml,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,10/16/2024
Avocom-M Cream,"MICONAZOLE NITRATE,MOMETASONE FUROATE",50,g,Generic,Prescription,(Avalon Pharma) Middle East Pharmaceutical Industries Co. Ltd,Saudi Arabia,Valid,6/19/2025
